2024-07-05 12:00:00,40.712776,-74.005974 
2024-07-05 12:00:01,40.712778,-74.005974  
2024-07-05 12:00:02,40.712780,-74.005974  
2024-07-05 12:00:03,40.712782,-74.005974  
2024-07-05 12:00:04,40.712784,-74.005974  
2024-07-05 12:00:05,40.712786,-74.005974 
2024-07-05 12:00:06,40.712788,-74.005974  
2024-07-05 12:00:07,40.712790,-74.005974  
2024-07-05 12:00:08,40.712790,-74.005974  
2024-07-05 12:00:09,40.712790,-74.005974  
2024-07-05 12:00:10,40.712790,-74.005954 
2024-07-05 12:00:11,40.712790,-74.005952 
2024-07-05 12:00:12,40.712790,-74.005950 
2024-07-05 12:00:13,40.712786,-74.005948 
2024-07-05 12:00:14,40.712786,-74.005946 
2024-07-05 12:00:15,40.712786,-74.005944 
2024-07-05 12:00:16,40.712786,-74.005974 
2024-07-05 12:00:17,40.712786,-74.005974 
2024-07-05 12:00:18,40.712786,-74.005974 
2024-07-05 12:00:19,40.712814,-74.005974 
2024-07-05 12:00:20,40.712816,-74.005974 
2024-07-05 12:00:21,40.712818,-74.005974
2024-07-05 12:00:22,40.712820,-74.005930 
2024-07-05 12:00:23,40.712822,-74.005928 
2024-07-05 12:00:24,40.712824,-74.005926 
2024-07-05 12:00:25,40.712826,-74.005924 
2024-07-05 12:00:26,40.712828,-74.005922 
2024-07-05 12:00:27,40.712830,-74.005920 
2024-07-05 12:00:28,40.712832,-74.005918 
2024-07-05 12:00:29,40.712834,-74.005916 
2024-07-05 12:00:30,40.712836,-74.005914 
2024-07-05 12:00:31,40.712838,-74.005912 
2024-07-05 12:00:32,40.712840,-74.005910 
2024-07-05 12:00:33,40.712842,-74.005908 
2024-07-05 12:00:34,40.712844,-74.005906 
2024-07-05 12:00:35,40.712846,-74.005904 
2024-07-05 12:00:36,40.712848,-74.005902 
2024-07-05 12:00:37,40.712850,-74.005900 
2024-07-05 12:00:38,40.712852,-74.005898 
2024-07-05 12:00:39,40.712854,-74.005896 
2024-07-05 12:00:40,40.712856,-74.005894 
2024-07-05 12:00:41,40.712858,-74.005892 
2024-07-05 12:00:42,40.712860,-74.005890 
2024-07-05 12:00:43,40.712862,-74.005888 
2024-07-05 12:00:44,40.712864,-74.005886 
2024-07-05 12:00:45,40.712866,-74.005884 
2024-07-05 12:00:46,40.712868,-74.005882 
2024-07-05 12:00:47,40.712870,-74.005880 
2024-07-05 12:00:48,40.712872,-74.005878
